"Name","Year","Wins","Losses","Win_Percent","Arena","Location","Capacity"
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",1990,28,43,0.394366197183099,NA,NA,NA
"Vancouver Canucks",2012,26,15,0.634146341463415,NA,NA,NA
"Vancouver Canucks",2013,36,35,0.507042253521127,NA,NA,NA
"Vancouver Canucks",2014,48,29,0.623376623376623,NA,NA,NA
"Vancouver Canucks",2015,31,38,0.449275362318841,NA,NA,NA
"Vancouver Canucks",2016,30,43,0.410958904109589,NA,NA,NA
"Vancouver Canucks",2017,31,40,0.436619718309859,NA,NA,NA
"Vancouver Canucks",2018,35,36,0.492957746478873,NA,NA,NA
"Vancouver Canucks",2019,36,27,0.571428571428571,NA,NA,NA
"Vancouver Canucks",2020,23,29,0.442307692307692,NA,NA,NA
"Vancouver Canucks",2021,32,26,0.551724137931034,NA,NA,NA
"Vegas Golden Knights",2017,51,24,0.68,NA,NA,NA
"Vegas Golden Knights",2018,43,32,0.573333333333333,NA,NA,NA
"Vegas Golden Knights",2019,39,24,0.619047619047619,NA,NA,NA
"Vegas Golden Knights",2020,40,14,0.740740740740741,NA,NA,NA
"Vegas Golden Knights",2021,36,28,0.5625,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",1990,37,36,0.506849315068493,NA,NA,NA
"Washington Capitals",2012,27,18,0.6,NA,NA,NA
"Washington Capitals",2013,38,30,0.558823529411765,NA,NA,NA
"Washington Capitals",2014,45,26,0.633802816901408,NA,NA,NA
"Washington Capitals",2015,56,18,0.756756756756757,NA,NA,NA
"Washington Capitals",2016,55,19,0.743243243243243,NA,NA,NA
"Washington Capitals",2017,49,26,0.653333333333333,NA,NA,NA
"Washington Capitals",2018,48,26,0.648648648648649,NA,NA,NA
"Washington Capitals",2019,41,20,0.672131147540984,NA,NA,NA
"Washington Capitals",2020,36,15,0.705882352941177,NA,NA,NA
"Washington Capitals",2021,37,20,0.649122807017544,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",1990,26,43,0.376811594202899,NA,NA,NA
"Winnipeg Jets",2012,24,21,0.533333333333333,NA,NA,NA
"Winnipeg Jets",2013,37,35,0.513888888888889,NA,NA,NA
"Winnipeg Jets",2014,43,26,0.623188405797101,NA,NA,NA
"Winnipeg Jets",2015,35,39,0.472972972972973,NA,NA,NA
"Winnipeg Jets",2016,40,35,0.533333333333333,NA,NA,NA
"Winnipeg Jets",2017,52,20,0.722222222222222,NA,NA,NA
"Winnipeg Jets",2018,47,30,0.61038961038961,NA,NA,NA
"Winnipeg Jets",2019,37,28,0.569230769230769,NA,NA,NA
"Winnipeg Jets",2020,30,23,0.566037735849057,NA,NA,NA
"Winnipeg Jets",2021,32,25,0.56140350877193,NA,NA,NA
